ID,Timestamp,Sales_Count,Redemption_Count
195,03-01-2024 00:30,16,14
196,03-01-2024 00:45,19,21
197,03-01-2024 01:00,12,10
198,03-01-2024 01:15,9,8
199,03-01-2024 01:30,9,7
200,03-01-2024 01:45,14,14
201,03-01-2024 02:00,15,16
202,03-01-2024 02:15,16,18
203,03-01-2024 02:30,13,14
204,03-01-2024 02:45,9,8
205,03-01-2024 03:00,10,7
206,03-01-2024 03:15,11,6
207,03-01-2024 03:30,15,12
208,03-01-2024 03:45,11,8
209,03-01-2024 04:00,11,8
210,03-01-2024 04:15,15,7
211,03-01-2024 04:30,12,14
212,03-01-2024 04:45,19,19
213,03-01-2024 05:00,18,15
214,03-01-2024 05:15,12,14
215,03-01-2024 05:30,17,12
216,03-01-2024 05:45,16,15
217,03-01-2024 06:00,17,11
218,03-01-2024 06:15,19,20
219,03-01-2024 06:30,9,9
220,03-01-2024 06:45,14,10
221,03-01-2024 07:00,18,11
222,03-01-2024 07:15,17,14
223,03-01-2024 07:30,11,8
224,03-01-2024 07:45,18,12
225,03-01-2024 08:00,53,52
226,03-01-2024 08:15,50,49
227,03-01-2024 08:30,57,50
228,03-01-2024 08:45,58,52
229,03-01-2024 09:00,50,53
230,03-01-2024 09:15,53,45
231,03-01-2024 09:30,60,61
232,03-01-2024 09:45,51,50
233,03-01-2024 10:00,58,60
234,03-01-2024 10:15,53,45
235,03-01-2024 10:30,61,59
236,03-01-2024 10:45,55,56
237,03-01-2024 11:00,51,47
238,03-01-2024 11:15,51,45
239,03-01-2024 11:30,55,56
240,03-01-2024 11:45,55,54
241,03-01-2024 12:00,90,87
242,03-01-2024 12:15,80,79
243,03-01-2024 12:30,80,76
244,03-01-2024 12:45,80,73
245,03-01-2024 13:00,91,89
246,03-01-2024 13:15,88,85
247,03-01-2024 13:30,88,91
248,03-01-2024 13:45,84,81
249,03-01-2024 14:00,83,86
250,03-01-2024 14:15,86,83
251,03-01-2024 14:30,85,83
252,03-01-2024 14:45,91,92
253,03-01-2024 15:00,79,80
254,03-01-2024 15:15,80,78
255,03-01-2024 15:30,82,84
256,03-01-2024 15:45,81,84
257,03-01-2024 16:00,87,86
258,03-01-2024 16:15,82,82
259,03-01-2024 16:30,84,79
260,03-01-2024 16:45,89,87
261,03-01-2024 17:00,83,82
262,03-01-2024 17:15,88,91
263,03-01-2024 17:30,83,75
264,03-01-2024 17:45,79,75
265,03-01-2024 18:00,48,51
266,03-01-2024 18:15,53,48
267,03-01-2024 18:30,53,54
268,03-01-2024 18:45,45,39
269,03-01-2024 19:00,53,45
270,03-01-2024 19:15,54,50
271,03-01-2024 19:30,55,52
272,03-01-2024 19:45,44,44
273,03-01-2024 20:00,56,55
274,03-01-2024 20:15,51,51
275,03-01-2024 20:30,49,44
276,03-01-2024 20:45,49,42
277,03-01-2024 21:00,17,17
278,03-01-2024 21:15,13,8
279,03-01-2024 21:30,14,10
280,03-01-2024 21:45,19,17
281,03-01-2024 22:00,19,15
282,03-01-2024 22:15,10,10
283,03-01-2024 22:30,15,14
284,03-01-2024 22:45,17,16
285,03-01-2024 23:00,11,11
286,03-01-2024 23:15,14,11
287,03-01-2024 23:30,20,23
288,03-01-2024 23:45,18,20
289,04-01-2024 00:00,13,16
290,04-01-2024 00:15,18,15
291,04-01-2024 00:30,11,13
292,04-01-2024 00:45,9,10
293,04-01-2024 01:00,13,9
294,04-01-2024 01:15,21,16
295,04-01-2024 01:30,11,8
296,04-01-2024 01:45,16,19
297,04-01-2024 02:00,17,10
298,04-01-2024 02:15,10,8
299,04-01-2024 02:30,17,10
300,04-01-2024 02:45,13,12
301,04-01-2024 03:00,19,16
302,04-01-2024 03:15,14,13
303,04-01-2024 03:30,20,14
304,04-01-2024 03:45,18,21
305,04-01-2024 04:00,9,11
306,04-01-2024 04:15,11,7
307,04-01-2024 04:30,13,11
308,04-01-2024 04:45,11,14
309,04-01-2024 05:00,18,16
310,04-01-2024 05:15,18,14
311,04-01-2024 05:30,13,16
312,04-01-2024 05:45,10,2
313,04-01-2024 06:00,20,18
314,04-01-2024 06:15,11,4
315,04-01-2024 06:30,11,7
316,04-01-2024 06:45,9,12
317,04-01-2024 07:00,20,15
318,04-01-2024 07:15,11,11
319,04-01-2024 07:30,12,13
320,04-01-2024 07:45,15,9
321,04-01-2024 08:00,54,49
322,04-01-2024 08:15,60,54
323,04-01-2024 08:30,51,46
324,04-01-2024 08:45,50,47
325,04-01-2024 09:00,58,53
326,04-01-2024 09:15,50,49
327,04-01-2024 09:30,58,54
328,04-01-2024 09:45,53,53
329,04-01-2024 10:00,53,47
330,04-01-2024 10:15,59,53
331,04-01-2024 10:30,53,47
332,04-01-2024 10:45,55,55
333,04-01-2024 11:00,53,47
334,04-01-2024 11:15,55,51
335,04-01-2024 11:30,51,53
336,04-01-2024 11:45,51,52
337,04-01-2024 12:00,89,81
338,04-01-2024 12:15,87,88
339,04-01-2024 12:30,82,74
340,04-01-2024 12:45,84,76
341,04-01-2024 13:00,79,75
342,04-01-2024 13:15,82,83
343,04-01-2024 13:30,91,93
344,04-01-2024 13:45,79,74
345,04-01-2024 14:00,90,85
346,04-01-2024 14:15,89,84
347,04-01-2024 14:30,79,72
348,04-01-2024 14:45,79,76
349,04-01-2024 15:00,86,84
350,04-01-2024 15:15,83,82
351,04-01-2024 15:30,88,84
352,04-01-2024 15:45,86,88
353,04-01-2024 16:00,89,91
354,04-01-2024 16:15,88,90
355,04-01-2024 16:30,84,79
356,04-01-2024 16:45,85,84
357,04-01-2024 17:00,80,81
358,04-01-2024 17:15,82,76
359,04-01-2024 17:30,86,84
360,04-01-2024 17:45,87,88
361,04-01-2024 18:00,50,52
362,04-01-2024 18:15,48,46
363,04-01-2024 18:30,46,42
364,04-01-2024 18:45,55,47
365,04-01-2024 19:00,47,47
366,04-01-2024 19:15,46,40
367,04-01-2024 19:30,46,42
368,04-01-2024 19:45,52,52
369,04-01-2024 20:00,46,48
370,04-01-2024 20:15,52,50
371,04-01-2024 20:30,47,41
372,04-01-2024 20:45,55,55
373,04-01-2024 21:00,13,16
374,04-01-2024 21:15,9,9
375,04-01-2024 21:30,10,4
376,04-01-2024 21:45,11,10
377,04-01-2024 22:00,14,17
378,04-01-2024 22:15,12,10
379,04-01-2024 22:30,10,9
380,04-01-2024 22:45,16,14
381,04-01-2024 23:00,17,19
382,04-01-2024 23:15,12,9
383,04-01-2024 23:30,15,10
384,04-01-2024 23:45,12,7
385,05-01-2024 00:00,21,13
386,05-01-2024 00:15,14,13
387,05-01-2024 00:30,13,6
388,05-01-2024 00:45,12,14
389,05-01-2024 01:00,18,11
390,05-01-2024 01:15,16,14
391,05-01-2024 01:30,11,5
392,05-01-2024 01:45,17,18
393,05-01-2024 02:00,15,12
394,05-01-2024 02:15,13,6
395,05-01-2024 02:30,14,8
396,05-01-2024 02:45,14,13
397,05-01-2024 03:00,19,19
398,05-01-2024 03:15,20,14
399,05-01-2024 03:30,15,12
400,05-01-2024 03:45,13,16
401,05-01-2024 04:00,14,8
402,05-01-2024 04:15,18,11
403,05-01-2024 04:30,20,19
404,05-01-2024 04:45,14,12
405,05-01-2024 05:00,20,15
406,05-01-2024 05:15,10,4
407,05-01-2024 05:30,16,17
408,05-01-2024 05:45,9,8
409,05-01-2024 06:00,20,12
410,05-01-2024 06:15,19,21
411,05-01-2024 06:30,14,11
412,05-01-2024 06:45,16,18
413,05-01-2024 07:00,18,12
414,05-01-2024 07:15,16,12
415,05-01-2024 07:30,17,15
416,05-01-2024 07:45,10,8
417,05-01-2024 08:00,55,54
418,05-01-2024 08:15,55,57
419,05-01-2024 08:30,56,57
420,05-01-2024 08:45,52,49
421,05-01-2024 09:00,50,42
422,05-01-2024 09:15,55,58
423,05-01-2024 09:30,58,57
424,05-01-2024 09:45,49,46
425,05-01-2024 10:00,57,51
426,05-01-2024 10:15,57,55
427,05-01-2024 10:30,58,61
428,05-01-2024 10:45,49,43
429,05-01-2024 11:00,61,53
430,05-01-2024 11:15,52,49
431,05-01-2024 11:30,53,51
432,05-01-2024 11:45,57,57
433,05-01-2024 12:00,88,89
434,05-01-2024 12:15,85,86
435,05-01-2024 12:30,87,90
436,05-01-2024 12:45,87,80
437,05-01-2024 13:00,81,73
438,05-01-2024 13:15,91,93
439,05-01-2024 13:30,91,94
440,05-01-2024 13:45,88,89
441,05-01-2024 14:00,80,75
442,05-01-2024 14:15,84,82
443,05-01-2024 14:30,86,79
444,05-01-2024 14:45,85,82
445,05-01-2024 15:00,87,81
446,05-01-2024 15:15,89,91
447,05-01-2024 15:30,89,92
448,05-01-2024 15:45,86,86
449,05-01-2024 16:00,84,77
450,05-01-2024 16:15,89,91
451,05-01-2024 16:30,85,80
452,05-01-2024 16:45,85,83
453,05-01-2024 17:00,80,83
454,05-01-2024 17:15,85,88
455,05-01-2024 17:30,82,79
456,05-01-2024 17:45,81,74
457,05-01-2024 18:00,48,40
458,05-01-2024 18:15,46,45
459,05-01-2024 18:30,52,48
460,05-01-2024 18:45,55,48
461,05-01-2024 19:00,52,45
462,05-01-2024 19:15,51,53
463,05-01-2024 19:30,56,55
464,05-01-2024 19:45,49,46
465,05-01-2024 20:00,44,41
466,05-01-2024 20:15,49,44
467,05-01-2024 20:30,56,52
468,05-01-2024 20:45,53,54
469,05-01-2024 21:00,11,12
470,05-01-2024 21:15,15,15
471,05-01-2024 21:30,11,5
472,05-01-2024 21:45,13,12
473,05-01-2024 22:00,12,14
474,05-01-2024 22:15,10,2
475,05-01-2024 22:30,17,10
476,05-01-2024 22:45,9,7
477,05-01-2024 23:00,18,17
478,05-01-2024 23:15,9,4
479,05-01-2024 23:30,12,5
480,05-01-2024 23:45,12,4
481,06-01-2024 00:00,43,37
482,06-01-2024 00:15,43,44
483,06-01-2024 00:30,41,34
484,06-01-2024 00:45,49,47
485,06-01-2024 01:00,46,48
486,06-01-2024 01:15,46,38
487,06-01-2024 01:30,46,45
488,06-01-2024 01:45,46,48
489,06-01-2024 02:00,51,43
490,06-01-2024 02:15,41,33
491,06-01-2024 02:30,40,39
492,06-01-2024 02:45,48,44
493,06-01-2024 03:00,48,44
494,06-01-2024 03:15,39,38
495,06-01-2024 03:30,46,43
496,06-01-2024 03:45,48,40
497,06-01-2024 04:00,45,46
498,06-01-2024 04:15,46,45
499,06-01-2024 04:30,50,51
500,06-01-2024 04:45,42,34
501,06-01-2024 05:00,50,53
502,06-01-2024 05:15,39,35
503,06-01-2024 05:30,44,38
504,06-01-2024 05:45,49,45
505,06-01-2024 06:00,48,43
506,06-01-2024 06:15,51,48
507,06-01-2024 06:30,44,44
508,06-01-2024 06:45,50,51
509,06-01-2024 07:00,50,45
510,06-01-2024 07:15,39,35
511,06-01-2024 07:30,43,42
512,06-01-2024 07:45,41,38
513,06-01-2024 08:00,83,81
514,06-01-2024 08:15,82,80
515,06-01-2024 08:30,87,80
516,06-01-2024 08:45,83,77
517,06-01-2024 09:00,85,78
518,06-01-2024 09:15,86,85
519,06-01-2024 09:30,80,80
520,06-01-2024 09:45,83,80
521,06-01-2024 10:00,79,71
522,06-01-2024 10:15,90,86
523,06-01-2024 10:30,90,85
524,06-01-2024 10:45,82,82
525,06-01-2024 11:00,90,82
526,06-01-2024 11:15,79,73
527,06-01-2024 11:30,79,78
528,06-01-2024 11:45,84,79
529,06-01-2024 12:00,118,120
530,06-01-2024 12:15,112,106
531,06-01-2024 12:30,113,108
532,06-01-2024 12:45,110,103
533,06-01-2024 13:00,118,113
534,06-01-2024 13:15,116,115
535,06-01-2024 13:30,111,107
536,06-01-2024 13:45,121,117
537,06-01-2024 14:00,116,114
538,06-01-2024 14:15,111,111
539,06-01-2024 14:30,116,119
540,06-01-2024 14:45,119,121
541,06-01-2024 15:00,114,109
542,06-01-2024 15:15,120,113
543,06-01-2024 15:30,110,102
544,06-01-2024 15:45,111,111
545,06-01-2024 16:00,121,113
546,06-01-2024 16:15,120,122
547,06-01-2024 16:30,114,113
548,06-01-2024 16:45,120,118
549,06-01-2024 17:00,115,110
550,06-01-2024 17:15,110,107
551,06-01-2024 17:30,115,117
552,06-01-2024 17:45,112,114
553,06-01-2024 18:00,85,78
554,06-01-2024 18:15,85,88
555,06-01-2024 18:30,76,77
556,06-01-2024 18:45,83,77
557,06-01-2024 19:00,84,80
558,06-01-2024 19:15,74,68
559,06-01-2024 19:30,81,78
560,06-01-2024 19:45,77,76
561,06-01-2024 20:00,84,76
562,06-01-2024 20:15,80,81
563,06-01-2024 20:30,85,77
564,06-01-2024 20:45,77,72
565,06-01-2024 21:00,42,38
566,06-01-2024 21:15,40,35
567,06-01-2024 21:30,45,43
568,06-01-2024 21:45,45,45
569,06-01-2024 22:00,42,34
570,06-01-2024 22:15,50,46
571,06-01-2024 22:30,40,41
572,06-01-2024 22:45,42,37
573,06-01-2024 23:00,47,39
574,06-01-2024 23:15,50,52
575,06-01-2024 23:30,41,43
576,06-01-2024 23:45,42,38
577,07-01-2024 00:00,48,50
578,07-01-2024 00:15,42,37
579,07-01-2024 00:30,50,42
580,07-01-2024 00:45,43,35
581,07-01-2024 01:00,41,34
582,07-01-2024 01:15,40,36
583,07-01-2024 01:30,47,44
584,07-01-2024 01:45,39,31
585,07-01-2024 02:00,44,43
586,07-01-2024 02:15,40,34
587,07-01-2024 02:30,43,45
588,07-01-2024 02:45,40,40
589,07-01-2024 03:00,50,44
590,07-01-2024 03:15,41,36
591,07-01-2024 03:30,50,47
592,07-01-2024 03:45,46,44
593,07-01-2024 04:00,42,43
594,07-01-2024 04:15,42,42
595,07-01-2024 04:30,51,45
596,07-01-2024 04:45,47,41
597,07-01-2024 05:00,39,32
598,07-01-2024 05:15,46,48
599,07-01-2024 05:30,41,36
600,07-01-2024 05:45,42,42
601,07-01-2024 06:00,51,43
602,07-01-2024 06:15,41,44
603,07-01-2024 06:30,41,37
604,07-01-2024 06:45,46,46
605,07-01-2024 07:00,39,42
606,07-01-2024 07:15,39,34
607,07-01-2024 07:30,50,48
608,07-01-2024 07:45,41,41
609,07-01-2024 08:00,90,91
610,07-01-2024 08:15,82,84
611,07-01-2024 08:30,86,84
612,07-01-2024 08:45,80,83
613,07-01-2024 09:00,81,75
614,07-01-2024 09:15,89,82
615,07-01-2024 09:30,79,72
616,07-01-2024 09:45,79,76
617,07-01-2024 10:00,84,86
618,07-01-2024 10:15,83,79
619,07-01-2024 10:30,80,78
620,07-01-2024 10:45,80,72
621,07-01-2024 11:00,81,83
622,07-01-2024 11:15,90,91
623,07-01-2024 11:30,88,84
624,07-01-2024 11:45,90,83
625,07-01-2024 12:00,110,107
626,07-01-2024 12:15,117,118
627,07-01-2024 12:30,113,109
628,07-01-2024 12:45,121,119
629,07-01-2024 13:00,120,112
630,07-01-2024 13:15,113,113
631,07-01-2024 13:30,118,110
632,07-01-2024 13:45,110,105
633,07-01-2024 14:00,115,111
634,07-01-2024 14:15,112,114
635,07-01-2024 14:30,121,119
636,07-01-2024 14:45,113,106
637,07-01-2024 15:00,112,105
638,07-01-2024 15:15,116,114
639,07-01-2024 15:30,117,111
640,07-01-2024 15:45,121,118
641,07-01-2024 16:00,119,117
642,07-01-2024 16:15,119,114
643,07-01-2024 16:30,114,113
644,07-01-2024 16:45,111,108
645,07-01-2024 17:00,114,116
646,07-01-2024 17:15,119,119
647,07-01-2024 17:30,121,115
648,07-01-2024 17:45,115,111
649,07-01-2024 18:00,75,76
650,07-01-2024 18:15,82,82
651,07-01-2024 18:30,85,84
652,07-01-2024 18:45,84,83
653,07-01-2024 19:00,81,77
654,07-01-2024 19:15,83,75
655,07-01-2024 19:30,83,78
656,07-01-2024 19:45,84,81
657,07-01-2024 20:00,82,83
658,07-01-2024 20:15,86,83
659,07-01-2024 20:30,79,74
660,07-01-2024 20:45,85,77
661,07-01-2024 21:00,51,52
662,07-01-2024 21:15,42,42
663,07-01-2024 21:30,47,43
664,07-01-2024 21:45,48,41
665,07-01-2024 22:00,49,50
666,07-01-2024 22:15,49,43
667,07-01-2024 22:30,48,49
668,07-01-2024 22:45,50,44
669,07-01-2024 23:00,46,48
670,07-01-2024 23:15,50,43
671,07-01-2024 23:30,41,43
672,07-01-2024 23:45,50,53
673,08-01-2024 00:00,11,7
674,08-01-2024 00:15,10,5
675,08-01-2024 00:30,14,15
676,08-01-2024 00:45,16,15
677,08-01-2024 01:00,14,15
678,08-01-2024 01:15,13,7
679,08-01-2024 01:30,10,10
680,08-01-2024 01:45,19,16
681,08-01-2024 02:00,18,13
682,08-01-2024 02:15,21,14
683,08-01-2024 02:30,10,12
684,08-01-2024 02:45,10,5
685,08-01-2024 03:00,15,9
686,08-01-2024 03:15,10,5
687,08-01-2024 03:30,19,21
688,08-01-2024 03:45,14,9
689,08-01-2024 04:00,10,4
690,08-01-2024 04:15,21,15
691,08-01-2024 04:30,22,18
692,08-01-2024 04:45,19,16
693,08-01-2024 05:00,20,21
694,08-01-2024 05:15,13,12
695,08-01-2024 05:30,17,17
696,08-01-2024 05:45,12,9
697,08-01-2024 06:00,17,14
698,08-01-2024 06:15,18,11
699,08-01-2024 06:30,18,11
700,08-01-2024 06:45,15,14
701,08-01-2024 07:00,15,11
702,08-01-2024 07:15,21,21
703,08-01-2024 07:30,10,4
704,08-01-2024 07:45,19,14
705,08-01-2024 08:00,51,49
706,08-01-2024 08:15,59,58
707,08-01-2024 08:30,62,55
708,08-01-2024 08:45,55,49
709,08-01-2024 09:00,55,52
710,08-01-2024 09:15,51,49
711,08-01-2024 09:30,56,48
712,08-01-2024 09:45,56,50
713,08-01-2024 10:00,52,53
714,08-01-2024 10:15,60,62
715,08-01-2024 10:30,56,48
716,08-01-2024 10:45,55,55
717,08-01-2024 11:00,52,44
718,08-01-2024 11:15,58,51
719,08-01-2024 11:30,51,45
720,08-01-2024 11:45,56,57
721,08-01-2024 12:00,81,83
722,08-01-2024 12:15,80,78
723,08-01-2024 12:30,90,88
724,08-01-2024 12:45,80,72
725,08-01-2024 13:00,90,82
726,08-01-2024 13:15,89,85
727,08-01-2024 13:30,91,93
728,08-01-2024 13:45,80,75
729,08-01-2024 14:00,90,89
730,08-01-2024 14:15,92,93
731,08-01-2024 14:30,81,77
732,08-01-2024 14:45,90,89
733,08-01-2024 15:00,82,84
734,08-01-2024 15:15,82,79
735,08-01-2024 15:30,85,77
736,08-01-2024 15:45,92,85
737,08-01-2024 16:00,91,89
738,08-01-2024 16:15,81,77
739,08-01-2024 16:30,80,75
740,08-01-2024 16:45,83,82
741,08-01-2024 17:00,92,90
742,08-01-2024 17:15,86,81
743,08-01-2024 17:30,84,79
744,08-01-2024 17:45,92,90
745,08-01-2024 18:00,47,40
746,08-01-2024 18:15,53,50
747,08-01-2024 18:30,48,46
748,08-01-2024 18:45,47,40
749,08-01-2024 19:00,48,49
750,08-01-2024 19:15,52,54
751,08-01-2024 19:30,53,50
752,08-01-2024 19:45,48,42
753,08-01-2024 20:00,57,56
754,08-01-2024 20:15,45,37
755,08-01-2024 20:30,48,41
756,08-01-2024 20:45,52,47
757,08-01-2024 21:00,19,15
758,08-01-2024 21:15,15,16
759,08-01-2024 21:30,13,13
760,08-01-2024 21:45,12,15
761,08-01-2024 22:00,10,8
762,08-01-2024 22:15,13,15
763,08-01-2024 22:30,20,19
764,08-01-2024 22:45,18,16
765,08-01-2024 23:00,18,12
766,08-01-2024 23:15,17,9
767,08-01-2024 23:30,18,17
768,08-01-2024 23:45,21,22
769,09-01-2024 00:00,15,15
770,09-01-2024 00:15,16,18
771,09-01-2024 00:30,20,14
772,09-01-2024 00:45,22,18
773,09-01-2024 01:00,11,9
774,09-01-2024 01:15,14,11
775,09-01-2024 01:30,12,15
776,09-01-2024 01:45,15,13
777,09-01-2024 02:00,20,17
778,09-01-2024 02:15,18,16
779,09-01-2024 02:30,15,7
780,09-01-2024 02:45,15,13
781,09-01-2024 03:00,10,11
782,09-01-2024 03:15,19,12
783,09-01-2024 03:30,21,15
784,09-01-2024 03:45,11,11
785,09-01-2024 04:00,15,7
786,09-01-2024 04:15,21,16
787,09-01-2024 04:30,13,15
788,09-01-2024 04:45,12,4
789,09-01-2024 05:00,14,9
790,09-01-2024 05:15,12,12
791,09-01-2024 05:30,10,4
792,09-01-2024 05:45,12,14
793,09-01-2024 06:00,13,16
794,09-01-2024 06:15,19,15
795,09-01-2024 06:30,14,8
796,09-01-2024 06:45,18,21
797,09-01-2024 07:00,14,17
798,09-01-2024 07:15,13,5
799,09-01-2024 07:30,20,20
800,09-01-2024 07:45,19,20
801,09-01-2024 08:00,52,48
802,09-01-2024 08:15,54,56
803,09-01-2024 08:30,56,54
804,09-01-2024 08:45,52,45
805,09-01-2024 09:00,52,47
806,09-01-2024 09:15,52,52
807,09-01-2024 09:30,56,55
808,09-01-2024 09:45,58,57
809,09-01-2024 10:00,50,50
810,09-01-2024 10:15,61,56
811,09-01-2024 10:30,52,44
812,09-01-2024 10:45,51,49
813,09-01-2024 11:00,62,54
814,09-01-2024 11:15,52,55
815,09-01-2024 11:30,53,45
816,09-01-2024 11:45,58,58
817,09-01-2024 12:00,87,79
818,09-01-2024 12:15,92,86
819,09-01-2024 12:30,86,80
820,09-01-2024 12:45,84,82
